#NAME?,Name,Symbol,Rank,Price Usd,Price Btc,24h Volume Usd,Market Cap Usd,Available Supply,Total Supply,Max Supply,Percent Change 1h,Percent Change 24h,Percent Change 7d,Last Updated,24h Volume Btc,Market Cap Btc
daostack,DAOstack,GEN,310,0.893204,0.0001075283,297803.0,29813615.0,33378282.0,60000000.0,,2.77,23.36,-12.79,1526748265,35.8509827621,3589.0
mobius,Mobius,MOBI,311,0.0790321,0.0000095143,411774.0,29768033.0,376657502.0,887990859.0,,0.24,4.55,1.39,1526748261,49.5713695828,3584.0
firstblood,FirstBlood,1ST,312,0.343966,0.0000414083,6334370.0,29429170.0,85558371.0,93468691.0,,1.4,7.05,13.86,1526748248,762.562464712,3543.0
sentinel-chain,Sentinel Chain,SENC,313,0.148536,0.0000178815,1604640.0,29301647.0,197269666.0,500000000.0,,0.38,-0.36,4.69,1526748264,193.174417247,3527.0
trade-token,Trade Token,TIO,314,0.323144,0.0000389017,1679780.0,29057573.0,89921436.0,223534823.0,,-1.31,4.39,17.22,1526748260,202.220138226,3498.0
cobinhood,Cobinhood,COB,315,0.0799441,0.0000096241,15950.6,28962733.0,362287317.0,1000000000.0,,-0.1,-5.77,-4.16,1526748258,1.9202112996,3487.0
medical-chain,Medicalchain,MTN,316,0.151877,0.0000182837,7013040.0,28097245.0,185000000.0,500000000.0,,0.41,-2.33,10.14,1526748263,844.26408112,3382.0
coinpoker,CoinPoker,CHP,317,0.112445,0.0000135367,533845.0,27804553.0,247272469.0,354786435.0,,-0.63,1.94,40.72,1526748264,64.2668740497,3347.0
neurotoken,Neurotoken,NTK,318,0.340257,0.0000409618,1142350.0,27570084.0,81027236.0,100000000.0,,-1.48,9.8,-14.61,1526748263,137.521684329,3319.0
unikoin-gold,Unikoin Gold,UKG,319,0.193922,0.0000233453,860936.0,27395821.0,141272371.0,1000000000.0,,-0.38,3.92,7.69,1526748257,103.643689604,3298.0
shift,Shift,SHIFT,320,2.26225,0.0002723407,100411.0,27254903.0,12047697.0,12047697.0,,0.89,-1.93,5.27,1526748246,12.0879676502,3281.0
lamden,Lamden,TAU,321,0.191519,0.0000230560,127804.0,27237014.0,142215728.0,288090567.0,,-6.03,-5.45,-24.73,1526748260,15.3856710675,3279.0
elastic,Elastic,XEL,322,0.297236,0.0000357827,465666.0,27233696.0,91623140.0,100000000.0,,0.48,-5.41,-1.77,1526748252,56.0591523218,3279.0
legolas-exchange,Legolas Exchange,LGO,323,0.226173,0.0000272278,190830.0,27065146.0,119665679.0,217698062.0,,-1.66,-1.83,3.78,1526748264,22.9730494336,3258.0
sentinel,Sentinel,SENT,324,0.0142192,0.0000017118,518407.0,27016480.0,1899999999.0,2000000000.0,,-0.61,7.15,-18.34,1526748264,62.4083720471,3252.0
eccoin,ECC,ECC,325,0.00108012,0.0000001300,43814.3,27003000.0,25000000000.0,25000000000.0,25000000000.0,-0.09,-5.94,-16.71,1526748243,5.2745798868,3251.0
stk,STK,STK,326,0.0784277,0.0000094415,1044610.0,26809300.0,341834575.0,500000000.0,,0.46,0.13,-5.03,1526748263,125.755264732,3227.0
stakenet,StakeNet,XSN,327,0.410893,0.0000494653,169078.0,26748018.0,65097283.0,76715769.0,,0.39,4.45,19.52,1526748265,20.3544372066,3220.0
suncontract,SunContract,SNC,328,0.221188,0.0000266277,5188070.0,26480436.0,119719134.0,122707503.0,,-2.02,0.18,-0.47,1526748253,624.565260049,3188.0
bloomtoken,Bloom,BLT,329,0.552219,0.0000664788,485109.0,26364279.0,47742434.0,150000000.0,,-2.64,2.79,-27.33,1526748261,58.3997958272,3174.0
deeponion,DeepOnion,ONION,330,1.72924,0.0002081744,83119.3,26142722.0,15118042.0,20235616.0,25000000.0,-0.76,-2.97,-10.48,1526748253,10.0063081685,3147.0
humaniq,Humaniq,HMQ,331,0.159734,0.0000192296,109414.0,26014750.0,162862944.0,184194944.0,920952070.0,-1.23,3.01,8.86,1526748251,13.1717928561,3132.0
swftcoin,SwftCoin,SWFTC,332,0.0148556,0.0000017884,24903900.0,25997300.0,1750000000.0,10000000000.0,,1.78,-4.03,15.79,1526748260,2998.05337625,3130.0
cofound-it,Cofound.it,CFI,333,0.0792476,0.0000095402,201406.0,25755470.0,325000000.0,500000000.0,,-0.13,2.78,2.34,1526748251,24.2462400788,3101.0
bitcoin-green,Bitcoin Green,BITG,334,7.93175,0.0009548629,121472.0,25629275.0,3231226.0,3231226.0,21000000.0,-1.33,13.51,-10.04,1526748264,14.623393915,3085.0
bitcoin-atom,Bitcoin Atom,BCA,335,1.41207,0.0001699919,19407.6,25433516.0,18011513.0,21000000.0,21000000.0,1.19,0.87,9.2,1526748261,2.3363818801,3062.0
stox,Stox,STX,336,0.585234,0.0000704533,2089410.0,25134677.0,42948080.0,58014400.0,,0.22,7.89,8.07,1526748257,251.533402595,3026.0
unobtanium,Unobtanium,UNO,337,125.853,0.0151508001,6199.98,25002335.0,198663.0,198663.0,,1.2,2.83,-4.36,1526748241,0.7463839387,3010.0
adtoken,adToken,ADT,338,0.0416377,0.0000050126,291615.0,24982620.0,600000000.0,1000000000.0,1000000000.0,-0.19,2.2,3.48,1526748253,35.1060410344,3008.0
hydrogen,Hydrogen,HYDRO,339,0.00852422,0.0000010262,1467120.0,24822772.0,2912028525.0,11111111111.0,,-1.38,9.52,101.5,1526748265,176.619086544,2988.0
propy,Propy,PRO,340,1.26859,0.0001527191,6060150.0,24718663.0,19485147.0,100000000.0,,-0.18,2.0,4.38,1526748255,729.550518919,2976.0
bankex,Bankex,BKX,341,0.344127,0.0000414277,1019120.0,24321110.0,70674810.0,400000000.0,,-0.87,2.36,-8.99,1526748261,122.686653769,2928.0
odem,ODEM,ODE,342,0.136897,0.0000164803,5063.03,24296823.0,177482511.0,268946131.0,,-0.1,5.21,-16.93,1526748264,0.6095123328,2925.0
zeusshield,Zeusshield,ZSC,343,0.0209928,0.0000025272,544351.0,24208283.0,1153170765.0,5642500000.0,,-0.44,3.86,0.84,1526748257,65.5316377522,2914.0
casinocoin,CasinoCoin,CSC,344,0.000672914,0.0000000810,4538.12,24206793.0,35973085511.0,39999999905.0,,-10.93,-8.96,-12.44,1526748242,0.5463210978,2914.0
xtrabytes,XTRABYTES,XBY,345,0.0556573,0.0000067003,23076.2,23932639.0,430000000.0,650000000.0,650000000.0,-0.7,5.85,-0.38,1526748250,2.7780259044,2881.0
ugchain,ugChain,UGC,346,0.0419771,0.0000050534,173537.0,23878339.0,568842039.0,1000000000.0,,-3.91,-3.8,-9.52,1526748262,20.8912334516,2875.0
dimecoin,Dimecoin,DIME,347,0.0000441894,0.0000000053,38563.8,23822362.0,539096740560,539096740560,,0.37,21.37,22.08,1526748244,4.6424989978,2868.0
qbao,Qbao,QBT,348,0.359785,0.0000433127,3242900.0,23512455.0,65351403.0,100000000.0,,1.95,17.07,15.54,1526748259,390.39617465,2831.0
everex,Everex,EVX,349,1.41833,0.0001707455,454952.0,23402445.0,16500000.0,25000000.0,,0.63,6.31,4.13,1526748256,54.7693485612,2817.0
potcoin,PotCoin,POT,350,0.104737,0.0000126088,77081.2,23038607.0,219966264.0,219966264.0,420000000.0,-0.06,2.34,-2.67,1526748242,9.2794121365,2774.0
phore,Phore,PHR,351,1.7611,0.0002120098,196311.0,22928287.0,13019299.0,13019299.0,,0.1,14.22,-5.86,1526748257,23.6328790409,2760.0
synereo,Synereo,AMP,352,0.224722,0.0000270531,472445.0,22635924.0,100728564.0,622410799.0,,0.25,-0.78,-5.17,1526748246,56.8752415222,2725.0
prochain,ProChain,PRA,353,0.451521,0.0000543563,17870400.0,22378622.0,49562749.0,100000000.0,,-0.14,3.7,-9.0,1526748259,2151.32622019,2694.0
agrello-delta,Agrello,DLT,354,0.259778,0.0000312733,695294.0,22335420.0,85978873.0,130271020.0,,-0.51,7.47,8.06,1526748254,83.7028948956,2689.0
ixledger,iXledger,IXT,355,0.615247,0.0000740664,515992.0,22012826.0,35778844.0,65778844.0,,-0.7,12.33,55.34,1526748254,62.1176425267,2650.0
aidoc,AI Doctor,AIDOC,356,0.0496258,0.0000059742,3576060.0,22000645.0,443330796.0,777775241.0,,0.2,4.12,-1.24,1526748261,430.503606129,2649.0
hexx,Hexx,HXX,357,13.4693,0.0016215003,208729.0,21851284.0,1622303.0,1622303.0,9999999.0,-2.9,-3.47,52.1,1526748245,25.1278186618,2631.0
decision-token,Decision Token,HST,358,0.673195,0.0000810425,70052.8,21559742.0,32025998.0,48240070.0,,-0.29,-0.68,-6.43,1526748258,8.4332989434,2595.0
bean-cash,Bean Cash,BITB,359,0.00855383,0.0000010298,200345.0,21514003.0,2515131000.0,2515131000.0,50000000000.0,-0.07,0.42,-2.77,1526748244,24.1185117056,2590.0
oraclechain,OracleChain,OCT,360,0.716567,0.0000862638,30787.9,21497010.0,30000000.0,200000000.0,,-0.77,3.34,8.68,1526748254,3.706398096,2588.0
energo,Energo,TSL,361,0.0323132,0.0000038900,524396.0,21488381.0,665003202.0,1000000000.0,,0.57,1.37,-3.87,1526748259,63.1293571808,2587.0
monetha,Monetha,MTH,362,0.0987545,0.0000118886,306342.0,21480641.0,217515567.0,402400000.0,,-0.31,2.74,0.95,1526748256,36.8789493769,2586.0
uptoken,UpToken,UP,363,0.151173,0.0000181989,294743.0,21462117.0,141970572.0,184638000.0,,-0.41,-2.5,7.2,1526748263,35.4826049847,2584.0
mothership,Mothership,MSP,364,0.153273,0.0000184518,49089.8,21458220.0,140000000.0,200000000.0,,-0.79,-1.43,-5.1,1526748253,5.9096703982,2583.0
iocoin,I/O Coin,IOC,365,1.27479,0.0001534655,34286.3,21314964.0,16720372.0,16720372.0,,2.8,14.48,-4.13,1526748245,4.1275526112,2566.0
coss,COSS,COSS,366,0.177491,0.0000213672,419299.0,21087816.0,118810622.0,200000000.0,200000000.0,-0.47,-11.46,-19.64,1526748255,50.4772659146,2539.0
hive-project,Hive Project,HVN,367,0.0557645,0.0000067132,834817.0,20911688.0,375000000.0,500000000.0,,-0.29,-2.06,-15.11,1526748254,100.499356543,2517.0
mercury,Mercury,MER,368,0.208769,0.0000251326,454183.0,20876900.0,100000000.0,100000000.0,,-0.17,1.48,-2.94,1526748250,54.6767725773,2513.0
lykke,Lykke,LKK,369,0.0656491,0.0000079032,16064.2,20616904.0,314047013.0,1285690000.0,,-0.46,2.72,3.06,1526748249,1.9338870236,2482.0
spacechain,SpaceChain,SPC,370,0.0398572,0.0000047982,7725.43,20526127.0,514991707.0,1000000000.0,,-0.07,2.14,3.14,1526748261,0.9300250762,2471.0
flash,Flash,FLASH,371,0.0228019,0.0000027450,2769.36,20521710.0,900000000.0,900000000.0,900000000.0,-0.09,1.76,10.8,1526748257,0.3333891117,2471.0
hempcoin,HempCoin,THC,372,0.0887357,0.0000106824,23326.0,20451694.0,230478760.0,230478760.0,,0.12,1.71,-8.0,1526748243,2.8080980511,2462.0
mediccoin,MedicCoin,MEDIC,373,0.112129,0.0000134986,19118.0,20444950.0,182334189.0,182334626.0,,-0.28,-0.84,-9.23,1526748245,2.3015184147,2461.0
leocoin,LEOcoin,LEO,374,0.200649,0.0000241551,1319690.0,20414674.0,101743211.0,110100629.0,1000000000.0,-0.02,2.17,-8.42,1526748246,158.870741535,2458.0
fortuna,Fortuna,FOTA,375,0.0510171,0.0000061417,1082790.0,20409442.0,400051011.0,1000000000.0,,-1.24,4.51,8.23,1526748262,130.351560008,2457.0
crown,Crown,CRW,376,1.10234,0.0001327051,38409.3,20357333.0,18467381.0,18467381.0,42000000.0,0.04,0.94,3.69,1526748244,4.6238995316,2451.0
faircoin,FairCoin,FAIR,377,0.382029,0.0000459905,3532.91,20321586.0,53193831.0,53193831.0,,1.0,9.48,46.76,1526748248,0.4253089979,2446.0
blackcoin,BlackCoin,BLK,378,0.262929,0.0000316527,163861.0,20205816.0,76848944.0,76848944.0,,-0.41,0.91,5.13,1526748247,19.7263892116,2432.0
shield-xsh,SHIELD,XSH,379,0.0413719,0.0000049806,58797.9,19930114.0,481730692.0,481730692.0,660000000.0,-0.27,2.39,4.37,1526748257,7.0783789933,2399.0
indahash,indaHash,IDH,380,0.0496731,0.0000059799,39558.1,19866074.0,399936259.0,400000000.0,,-6.47,1.99,0.52,1526748262,4.7621976985,2392.0
shipchain,ShipChain,SHIP,381,0.115839,0.0000139453,112678.0,19755508.0,170542806.0,500000000.0,,-2.31,3.37,0.23,1526748263,13.564729152,2378.0
pepe-cash,Pepe Cash,PEPECASH,382,0.0280624,0.0000033783,21425.2,19696550.0,701884009.0,701884009.0,,0.0,1.69,-3.19,1526748249,2.5792704435,2371.0
karma,Karma,KRM,383,0.0110443,0.0000013296,31042.1,19689880.0,1782809241.0,3000000000.0,,-0.01,-2.0,3.57,1526748261,3.7369999362,2370.0
peerplays-ppy,Peerplays,PPY,384,4.93791,0.0005944498,2951.12,19602216.0,3969739.0,5530255.0,,0.27,3.39,-17.49,1526748257,0.3552702701,2360.0
boolberry,Boolberry,BBR,385,1.69495,0.0002040464,2933.89,19543143.0,11530218.0,11530218.0,18450000.0,-0.09,2.39,-17.29,1526748244,0.3531960384,2353.0
dmarket,DMarket,DMT,386,0.388647,0.0000467872,39169.7,19516323.0,50216064.0,56921773.0,,0.54,3.55,1.74,1526748262,4.7154402054,2349.0
alphacat,Alphacat,ACAT,387,0.006991,0.0000008416,508005.0,19507883.0,2790428084.0,6250000000.0,,0.61,4.53,-4.12,1526748262,61.1561283736,2348.0
guppy,Matchpool,GUP,388,0.259543,0.0000312451,999446.0,19465725.0,75000000.0,98855150.0,,-0.39,3.2,-0.91,1526748251,120.318201353,2343.0
xinfin-network,XinFin Network,XDCE,389,0.00531343,0.0000006397,893724.0,19363294.0,3644217469.0,15000000000.0,,1.96,4.15,-36.81,1526748264,107.590869528,2331.0
aichain,AICHAIN,AIT,390,0.0357661,0.0000043057,1872040.0,19137262.0,535067071.0,2100000000.0,,-2.17,9.48,7.48,1526748261,225.365338059,2304.0
dadi,DADI,DADI,391,0.244116,0.0000293879,2368260.0,19064200.0,78094839.0,100000000.0,100000000.0,-0.21,4.69,2.0,1526748264,285.10273045,2295.0
selfkey,Selfkey,KEY,392,0.00994611,0.0000011974,270575.0,19025002.0,1912808301.0,5999999954.0,,2.09,9.2,10.34,1526748261,32.5731428523,2290.0
moeda-loyalty-points,Moeda Loyalty Points,MDA,393,0.969063,0.0001166605,1072300.0,19021629.0,19628888.0,19628888.0,,-0.56,1.77,4.67,1526748255,129.088722464,2290.0
bitshares-music,MUSE,MUSE,394,1.30117,0.0001566412,758.975,18973408.0,14581806.0,18081806.0,,-15.92,-10.87,18.04,1526748245,0.0913691254,2284.0
omni,Omni,OMNI,395,33.7171,0.0040590295,1206370.0,18915850.0,561017.0,617333.0,,-0.64,1.3,-3.98,1526748244,145.22872528,2277.0
blocktix,Blocktix,TIX,396,0.470217,0.0000566070,271629.0,18808680.0,40000000.0,62500000.0,,-0.24,1.03,-0.84,1526748253,32.7000285312,2264.0
restart-energy-mwat,Restart Energy MWAT,MWAT,397,0.045251,0.0000054475,181690.0,18779165.0,415000000.0,470000000.0,500000000.0,0.21,3.11,-0.38,1526748263,21.8727314971,2261.0
vericoin,VeriCoin,VRC,398,0.603257,0.0000726230,654394.0,18679274.0,30964041.0,30964041.0,,-1.04,10.99,12.36,1526748243,78.779152707,2249.0
blackmoon,Blackmoon,BMC,399,0.881254,0.0001060897,814152.0,18642163.0,21154132.0,60000000.0,,0.49,5.62,1.17,1526748256,98.0116026961,2244.0
mooncoin,Mooncoin,MOON,400,0.0000820566,0.0000000099,35297.0,18392933.0,224149344017,224149344017,,1.31,5.86,-3.05,1526748242,4.2492256242,2214.0
trust,WeTrust,TRST,401,0.198547,0.0000239021,174421.0,18295610.0,92147500.0,100000000.0,100000000.0,-0.36,3.39,-3.27,1526748251,20.9976536984,2203.0
sharder,Sharder,SS,402,0.0639599,0.0000076998,542529.0,18118737.0,283282765.0,350000000.0,500000000.0,1.19,1.74,-30.43,1526748265,65.3122964743,2181.0
grid,Grid+,GRID,403,0.459598,0.0000553287,15808.4,18033013.0,39236491.0,300000000.0,,-7.18,-12.87,-12.68,1526748258,1.9030925676,2171.0
carvertical,carVertical,CV,404,0.00321454,0.0000003870,88160.2,17948585.0,5583562626.0,9931143978.0,,0.04,3.82,1.52,1526748262,10.6131563836,2161.0
dimcoin,DIMCOIN,DIM,405,0.0084982,0.0000010231,52495.4,17867345.0,2102485837.0,8986417068.0,9000000000.0,-0.24,0.49,-0.66,1526748260,6.3196531952,2151.0
nework,Nework,NKC,406,0.1208,0.0000145425,7593460.0,17828410.0,147586172.0,1000000000.0,,-0.35,1.88,83.6,1526748262,914.137881635,2146.0
incent,Incent,INCNT,407,0.38445,0.0000462820,9360.83,17691083.0,46016602.0,46016625.0,,-0.07,0.02,23.07,1526748249,1.1269025328,2130.0
prizm,PRIZM,PZM,408,0.952884,0.0001147128,16188.4,17612728.0,18483602.0,18483602.0,6000000000.0,-0.17,-6.68,-5.05,1526748251,1.9488388275,2120.0
covesting,Covesting,COV,409,0.993151,0.0001195604,64983.8,17380143.0,17500000.0,20000000.0,,4.21,11.16,1.62,1526748260,7.8230679127,2092.0
hi-mutual-society,Hi Mutual Society,HMC,410,0.0427058,0.0000051411,1198890.0,17257414.0,404100000.0,1000000000.0,,-3.28,-0.53,5.43,1526748262,144.328246269,2078.0
gridcoin,GridCoin,GRC,411,0.0441793,0.0000053185,34276.6,17243744.0,390312753.0,390312753.0,,-0.32,2.86,-3.01,1526748244,4.1263848777,2076.0
attention-token-of-media,ATMChain,ATM,412,0.00368364,0.0000004435,31137.3,17166814.0,4660285460.0,10000000000.0,,-0.69,-2.07,-5.22,1526748256,3.7484605782,2067.0
measurable-data-token,Measurable Data Token,MDT,413,0.0579837,0.0000069804,486683.0,17122961.0,295306457.0,1000000000.0,,-0.86,1.57,-5.25,1526748260,58.5892816513,2061.0
hacken,Hacken,HKN,414,3.55776,0.0004283006,308321.0,17084897.0,4802150.0,5600000.0,,1.49,7.15,23.61,1526748260,37.1171910833,2057.0
ormeus-coin,Ormeus Coin,ORME,415,0.998635,0.0001202206,1424260.0,17006076.0,17029321.0,200000000.0,,-6.86,14.65,-1.36,1526748256,171.459389962,2047.0
paccoin,PACcoin,$PAC,416,0.00458053,0.0000005514,91892.9,16918571.0,3693583606.0,4276565680.0,100000000000,-0.87,-2.0,-5.48,1526748246,11.0625170796,2037.0
blockport,Blockport,BPT,417,0.322308,0.0000388010,49681.1,16757094.0,51990933.0,69434800.0,,0.47,0.98,-6.89,1526748262,5.9808539864,2017.0
trueusd,TrueUSD,TUSD,418,1.00868,0.0001214298,1026790.0,16744054.0,16599967.0,16599967.0,,-0.11,0.08,1.16,1526748263,123.610005911,2016.0
florincoin,FlorinCoin,FLO,419,0.115684,0.0000139266,610272.0,16662210.0,144032101.0,144032101.0,160000000.0,2.1,15.1,19.02,1526748243,73.4675303882,2006.0
alqo,ALQO,ALQO,420,0.392364,0.0000472347,73333.8,16505972.0,42068008.0,42168009.0,57879300.0,0.57,5.26,-5.92,1526748258,8.8282817825,1987.0
numeraire,Numeraire,NMR,421,12.1872,0.0014671548,85058.8,16444532.0,1349328.0,2349328.0,21000000.0,-0.46,0.68,-3.46,1526748257,10.2397946715,1980.0
echolink,EchoLink,EKO,422,0.0441078,0.0000053099,746608.0,16443829.0,372810007.0,500000000.0,,4.8,4.77,-4.06,1526748261,89.8803253763,1980.0
envion,Envion,EVN,423,0.149806,0.0000180344,120331.0,16427839.0,109660754.0,127425494.0,,4.17,-1.76,-48.71,1526748263,14.4860347503,1978.0
diamond,Diamond,DMD,424,5.89768,0.0007099916,10188.3,16422144.0,2784509.0,2784509.0,4380000.0,-0.07,2.16,-6.05,1526748242,1.2265174215,1977.0
aeron,Aeron,ARN,425,1.26078,0.0001517789,6698460.0,16390140.0,13000000.0,20000000.0,,-1.79,3.3,4.59,1526748258,806.393400982,1973.0
pascal-coin,Pascal Coin,PASC,426,0.785078,0.0000945115,22571.7,16219947.0,20660300.0,20660300.0,,-0.38,1.32,-13.9,1526748249,2.7172917251,1953.0
te-food,TE-FOOD,TFD,427,0.0348541,0.0000041959,131546.0,16049136.0,460466238.0,565959433.0,1000000000.0,1.18,4.77,-10.92,1526748263,15.8361513431,1932.0
oax,OAX,OAX,428,0.640248,0.0000770762,367661.0,16012122.0,25009250.0,100000000.0,,-0.27,3.09,1.64,1526748254,44.260830728,1928.0
radium,Radium,RADS,429,4.58652,0.0005521477,333708.0,15989485.0,3486191.0,3486191.0,,0.01,1.3,-5.37,1526748246,40.1734024022,1925.0
cappasity,Cappasity,CAPP,430,0.0364343,0.0000043861,155491.0,15944265.0,437616887.0,543186326.0,,-0.36,2.14,-5.1,1526748260,18.7187676439,1919.0
latoken,LATOKEN,LA,431,0.195929,0.0000235869,1675090.0,15877556.0,81037294.0,400000000.0,1000000000.0,-1.23,6.46,7.88,1526748257,201.65553307,1911.0
aurora-dao,Aurora DAO,AURA,432,0.154105,0.0000185519,61878.3,15704458.0,101907520.0,1000000000.0,,3.76,-6.39,-23.37,1526748261,7.4492126226,1891.0
polybius,Polybius,PLBT,433,3.91923,0.0004718161,3117.43,15557638.0,3969565.0,3969565.0,,3.64,3.19,7.78,1526748252,0.3752914819,1873.0
e-dinar-coin,E-Dinar Coin,EDR,434,0.0174157,0.0000020966,660587.0,15434002.0,886211988.0,1011211988.0,999999999999999,0.76,2.49,-3.75,1526748248,79.5246963592,1858.0
ucash,U.CASH,UCASH,435,0.00836365,0.0000010069,96192.0,15428245.0,1844678441.0,21000000000.0,21000000000.0,3.8,18.41,21.91,1526748262,11.5800637799,1857.0
databits,Databits,DTB,436,0.675906,0.0000813689,4564.05,15375380.0,22747809.0,22747809.0,,-0.07,1.57,6.32,1526748250,0.5494426781,1851.0
sibcoin,SIBCoin,SIB,437,0.915058,0.0001101592,67862.3,15325643.0,16748275.0,16748275.0,,-0.03,-0.98,-7.38,1526748246,8.1695958318,1845.0
banyan-network,Banyan Network,BBN,438,0.096919,0.0000116676,1799730.0,15161705.0,156436867.0,1000000000.0,,-0.87,0.59,-3.93,1526748264,216.660306331,1825.0
revolutionvr,RevolutionVR,RVR,439,0.071936,0.0000086600,91563.9,15106560.0,210000000.0,210000000.0,210000000.0,0.19,4.87,-1.29,1526748247,11.0229104493,1819.0
solarcoin,SolarCoin,SLR,440,0.353402,0.0000425443,13346.3,14995126.0,42430791.0,98034433226.0,,3.12,3.56,0.73,1526748242,1.6066929186,1805.0
guaranteed-ethurance-token-extra,Guaranteed Ethurance Token Extra,GETX,441,0.0499385,0.0000060118,86239.4,14981550.0,300000000.0,1000000000.0,,-8.76,-9.66,-15.48,1526748263,10.3819210781,1804.0
bitclave,BitClave,CAT,442,0.0298421,0.0000035925,966350.0,14962662.0,501394406.0,1597746125.0,,-0.1,4.18,-6.28,1526748260,116.333942882,1801.0
axpire,aXpire,AXP,443,0.0563143,0.0000067794,77374.9,14923290.0,265000000.0,350000000.0,,2.44,6.74,1.67,1526748262,9.31476918,1797.0
monetaryunit,MonetaryUnit,MUE,444,0.112679,0.0000135648,44875.3,14819568.0,131520229.0,131520229.0,4000000000.0,0.29,2.75,-0.05,1526748244,5.40230826,1784.0
sureremit,SureRemit,RMT,445,0.0296299,0.0000035670,19873.6,14814950.0,500000000.0,1000000000.0,,0.25,-3.14,10.71,1526748263,2.392481241,1783.0
rentberry,Rentberry,BERRY,446,0.0578454,0.0000069637,20825.4,14789493.0,255672764.0,301473028.0,,-1.07,3.8,-6.0,1526748264,2.5070635837,1780.0
divi,Divi,DIVX,447,2.76352,0.0003326861,452833.0,14766058.0,5343207.0,6171607.0,,-1.17,3.37,-8.98,1526748258,54.5142529696,1778.0
bitusd,bitUSD,BITUSD,448,1.04457,0.0001257504,1131350.0,14673179.0,14047100.0,14047100.0,,-0.04,1.44,-0.87,1526748244,136.197450489,1766.0
polyswarm,PolySwarm,NCT,449,0.00999009,0.0000012027,48228.5,14667596.0,1468214570.0,1885913076.0,,-0.53,-1.42,-6.2,1526748264,5.8059828885,1766.0
aphelion,Aphelion,APH,450,0.402227,0.0000484221,265352.0,14610114.0,36323057.0,70188440.0,,-4.21,-5.74,9.51,1526748265,31.9443725479,1759.0
expanse,Expanse,EXP,451,1.84245,0.0002218031,140882.0,14567140.0,7906397.0,16906397.0,,-0.15,-1.66,-0.8,1526748246,16.9600647189,1754.0
oneroot-network,OneRoot Network,RNT,452,0.0608633,0.0000073270,421964.0,14451910.0,237448678.0,400000000.0,,-0.28,-2.25,-6.1,1526748261,50.7980916587,1740.0
matryx,Matryx,MTX,453,0.614152,0.0000739346,238125.0,14263252.0,23224303.0,314159265.0,,-0.33,2.99,-1.76,1526748261,28.666653023,1717.0
deviantcoin,DeviantCoin,DEV,454,5.82134,0.0007008014,1093520.0,14175259.0,2435051.0,6280920.0,88000000.0,10.72,8.37,23.41,1526748264,131.643289927,1706.0
elixir,Elixir,ELIX,455,0.446023,0.0000536944,36740.4,14129278.0,31678362.0,31678362.0,,-2.15,1.61,18.3,1526748256,4.422989181,1701.0
domraider,DomRaider,DRT,456,0.0228699,0.0000027532,173479.0,13527546.0,591500000.0,1300000000.0,,0.24,1.79,14.8,1526748257,20.8842511277,1629.0
xpa,XPA,XPA,457,0.235327,0.0000283298,41921.1,13455469.0,57177751.0,10000000000.0,,-0.73,-0.74,3.72,1526748256,5.0466672044,1620.0
nebula-ai,Nebula AI,NBAI,458,0.0115624,0.0000013919,20002.7,13443419.0,1162684117.0,4770681725.0,,-2.4,6.65,-22.14,1526748265,2.4080229309,1618.0
uquid-coin,Uquid Coin,UQC,459,1.33976,0.0001612869,5465940.0,13397600.0,10000000.0,40000000.0,,-0.29,-10.95,-14.82,1526748259,658.016610708,1613.0
newyorkcoin,NewYorkCoin,NYC,460,0.0000995415,0.0000000120,20237.9,13341009.0,134024588760,134024588760,,7.8,9.52,22.54,1526748243,2.4363374581,1606.0
maecenas,Maecenas,ART,461,0.440355,0.0000530121,1136.45,13276769.0,30150150.0,100000000.0,,-0.09,12.98,-14.11,1526748258,0.1368114135,1598.0
neumark,Neumark,NEU,462,0.458808,0.0000552336,193636.0,13177942.0,28722127.0,53014331.0,1500000000.0,-0.26,3.55,0.49,1526748260,23.3108494479,1586.0
luxcoin,LUXCoin,LUX,463,7.45054,0.0008969325,115534.0,12946356.0,1737640.0,4737640.0,60000000.0,0.96,7.88,-2.41,1526748257,13.908548411,1559.0
bismuth,Bismuth,BIS,464,1.28801,0.0001550569,37900.4,12871658.0,9993446.0,10506152.0,109999978.0,-0.26,3.71,-11.89,1526748256,4.5626356587,1550.0
rivetz,Rivetz,RVT,465,0.490226,0.0000590158,123445.0,12865721.0,26244468.0,200000000.0,,0.4,6.34,47.4,1526748256,14.860913312,1549.0
rebl,REBL,REBL,466,0.0757571,0.0000091200,2264960.0,12842546.0,169522666.0,326480305.0,,-0.23,3.34,10.32,1526748260,272.666970839,1546.0
lomocoin,LoMoCoin,LMC,467,0.0548326,0.0000066010,19757.0,12789265.0,233242003.0,318242003.0,,-1.3,2.37,-2.94,1526748249,2.3784443623,1540.0
rubycoin,Rubycoin,RBY,468,0.498509,0.0000600130,7280.3,12780996.0,25638446.0,25638446.0,,-0.09,3.62,-11.62,1526748243,0.876438148,1539.0
pareto-network,Pareto Network,PARETO,469,0.0518096,0.0000062371,114533.0,12676599.0,244676649.0,500000000.0,,-0.56,0.25,-0.44,1526748262,13.7880431315,1526.0
bee-token,Bee Token,BEE,470,0.075654,0.0000091076,50713.0,12672311.0,167503522.0,500000000.0,,5.77,8.15,-3.42,1526748263,6.1050791591,1526.0
